🔒 Row ID,Nombre de la Rutina,Ejercicio 1,Ejercicio 2,Ejercicio 3,Ejercicio 4,Ejercico 5,Detalle equipo 1,Detalle equipo 2,Detalle equipo 3 ,detalle equipo 4 ,Detalle equipo 5,instrucciones 1,instruciones 2,instrucciones 3,instrucciones 4,instrucciones 5,Repeticiones 1.0,Repeticiones 2,Repeticiones 2.0,Repeticiones 3,Repeticiones 3.0,Repeticiones 4,Repeticiones 4.0,Repeticiones 5,Repeticiones 5.0,Consejo Pro 1,Consejo Pro 2,Consejo Pro 3,Consejo Pro 4,Consejo Pro 5,Músculos 1,Músculos 2,Músculos 3,Músculos 4,Músculos 5,Ejercicios sistemas,AreaDeTrabajo,Nivel,Enfoque,TodosEjercicioRtuina,TipoDisponibilidad,DiasSemana 1,DiasSemana 2,Dias A Mostrar,Repeticiones 1,Ejercicio 6,Repeticiones 6,Repeticiones 6.0,Músculos 6,RutaMaestría
EdA0Tuj6QZOMCEC1vm4F-A,Semilla Gym: Tren Inferior C,Sentadilla Frontal con Barra,Step-Up con Mancuernas,Curl Femoral Sentado en Maquina,Aducción en Maquina,Abducción en Maquina,Rack + Barra,Banco o cajon + Mancuernas,Maquina curl femoral sentado,Maquina de aductores,Maquina de abductores,"Coloca la barra sobre los deltoides frontales con los codos altos. Baja
  en sentadilla profunda manteniendo el torso lo mas vertical posible. Sube
  empujando con fuerza.","Con una mancuerna en cada mano sube a un banco firme con una pierna.
  Empuja solo con la pierna de arriba para subir todo el cuerpo. Baja con
  control.","Sientate en la maquina con las piernas extendidas sobre el cojin.
  Flexiona las rodillas llevando los talones hacia abajo y atras. Regresa con
  control.","Sientate en la mÃ¡quina con las piernas abiertas sobre los cojines. Junta
  las piernas apretando los aductores. Regresa con control.","Sientate en la maquina con las piernas juntas sobre los cojines. Abre las
  piernas empujando hacia afuera. Regresa con control.",4 series de 8-10 reps,3 series de 10 reps por pierna,3 series de 10 reps por pierna,3 series de 12-15 reps,3 series de 12-15 reps,3 series de 12-15 reps,3 series de 12-15 reps,3 series de 12-15 reps,3 series de 12-15 reps,"Los codos siempre altos para que la barra no ruede. Trabaja mÃ¡s los
  cuadriceps que la sentadilla trasera.",No te impulses con la pierna de abajo. Manten el torso erguido.,"Ajusta el respaldo para que las rodillas queden alineadas con el eje de
  la maquina.",Aprieta 1 segundo al juntar las piernas. Usa peso moderado y control.,Aprieta los gluteos al abrir. Excelente para gluteo medio.,"Cuadriceps, Core, Gluteos","Cuadriceps, Gluteos",Isquiotibiales,Aductores,"Gluteo medio, Abductores",Carga de Hierro,,Semilla,Tren Inferior,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/6pBHpFXc56Vjx4PZKhOK.jpeg,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 8-10 reps,,,,,
rEKDDfkDTXyzleUcDhAxrQ,Semilla Gym: Cuerpo Completo A,Press de Banca con Barra,Sentadilla con Barra,Remo con Mancuerna,Curl Femoral en Maquina,Press Militar con Mancuernas,Banco plano + Barra,Rack + Barra,Banco plano + Mancuerna,Maquina curl femoral acostado,Banco a 90° + Mancuernas,Acuestate en el banco plano con los pies firmes en el suelo. Agarra la barra a la anchura de los hombros. Baja la barra hasta tocar el pecho y empuja hacia arriba hasta extender los brazos.,"Coloca la barra sobre los trapecios. Pies a la anchura de los hombros.
  Baja flexionando rodillas y cadera como si te sentaras. Manten la espalda
  recta y sube empujando con los talones.","Apoya una rodilla y una mano en el banco. Con la otra mano sujeta la
  mancuerna y tira hacia la cadera llevando el codo hacia atras. Baja con
  control.",Acuestate boca abajo en la maquina con los tobillos bajo el cojin. Flexiona las rodillas llevando los talones hacia los gluteos. Baja con control.,"Sientate en el banco con respaldo vertical. Sube las mancuernas a la
  altura de los hombros con las palmas al frente. Empuja hacia arriba hasta
  extender los brazos y baja con control.",4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 10-12 reps por lado,4 series de 10-12 reps por lado,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 8-10 reps,4 series de 8-10 reps,"Retrae las escapulas y saca pecho antes de
  desenganchar la barra. No rebotes en el pecho.","Mira al frente. Las rodillas van en dirección a los pies. Baja al menos
  hasta paralelo.",Aprieta la espalda arriba durante 1 segundo. No gires el torso al tirar.,"No levantes la cadera del banco. Aprieta los isquiotibiales arriba 1
  segundo.","No arquees la espalda baja. Aprieta el abdomen durante todo el
  movimiento.","Pectorales, Tricceps, Deltoides frontal","Cuadriceps, Glueos, Isquiotibiales","Dorsales, Romboides, Bicceps",Isquiotibiales,"Deltoides, Triceps, Trapecio",Carga de Hierro,,Semilla,Cuerpo Completo,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/v9HJe7uXMuONL6M7cbaG.jpeg,3 Dias,Lunes Viernes,Miercoles,Lunes Viernes,4 series de 8-10 reps,,,,,
6ro2-ZaUTbCEkQppLxKttg,Semilla Gym: Cuerpo Completo B,Press Inclinado con Mancuernas,Zancada con Mancuernas,Jalón al Pecho en Polea,Hip Thrust con Barra,Curl de Biceps con Mancuernas,Banco inclinado 30-45° + Mancuernas,Mancuernas,Polea alta + Barra ancha,Banco + Barra + Pad,Mancuernas,"Acuestate en el banco inclinado. Sube las mancuernas a la altura del
  pecho con los codos abiertos. Empuja hacia arriba juntando ligeramente las
  mancuernas arriba. Baja con control.","De pie con una mancuerna en cada mano. Da un paso al frente y baja la
  rodilla trasera casi al suelo. Empuja con la pierna delantera para volver a
  la posición inicial.","Sientate en la maquina de jalón con los muslos fijos bajo los cojines.
  Agarra la barra ancha con las palmas al frente. Tira hacia el pecho superior
  llevando los codos hacia abajo y atras.","Sientate en el suelo con la espalda alta apoyada en un banco. Coloca la
  barra con pad sobre la cadera. Empuja la cadera hacia arriba apretando los
  gluteos. Baja con control.","De pie con una mancuerna en cada mano y los brazos extendidos. Flexiona
  los codos subiendo las mancuernas hacia los hombros. Baja con control sin
  balancear el cuerpo.",4 series de 8-10 reps,4 series de 10 reps por pierna,4 series de 10 reps por pierna,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,3 series de 10-12 reps,3 series de 10-12 reps,"Manten las escapulas retraidas. El angulo de 30° activa mas pecho
  superior sin sobrecargar el hombro.","Manten el torso erguido. La rodilla delantera no debe pasar la punta del
  pie.","Saca pecho al tirar. No te inclines demasiado hacia atras. Controla el
  regreso.","Aprieta los gluteos arriba 2 segundos. La barbilla al pecho para no
  hiperextender.",Manten los codos pegados al torso. No uses impulso con la espalda.,"Pecho superior, Triceps, Deltoides frontal","Cuadriceps, Gluteos, Isquiotibiales","Dorsales, Biceps, Romboides","Gluteos, Isquiotibiales",Biceps,Carga de Hierro,,Semilla,Cuerpo Completo,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/InHywNn1JIDuJrwj5CHH.jpeg,3 Dias,Miercoles,Lunes Viernes,Miercoles,4 series de 8-10 reps,,,,,
TFkAfZRRQKKqc1FvzknXVA,Semilla Gym: Cuerpo Completo C,Press de Banca con Mancuernas,Sentadilla Goblet con Mancuerna,Remo en Maquina,Extensión de Cuadriceps en Maquina,Elevaciones Laterales con Mancuernas,Banco plano + Mancuernas,Mancuerna,Maquina de remo sentado,Maquina extensión de cuadriceps,Mancuernas,"Acuestate en el banco con una mancuerna en cada mano a la altura del
  pecho. Empuja hacia arriba extendiendo los brazos y baja con control hasta
  que los codos queden a 90 grados.","De pie sujeta una mancuerna vertical contra el pecho con ambas manos.
  Baja en sentadilla profunda manteniendo el torso erguido. Sube empujando con
  los talones.","Sientate en la maquina con el pecho apoyado en el coji­n. Agarra las
  manijas y tira hacia atras apretando los omoplatos. Regresa con control.",Sientate en la maquina con los tobillos bajo el coji­n. Extiende las rodillas subiendo el peso hasta que las piernas queden rectas. Baja con control.,"De pie con una mancuerna en cada mano a los lados. Sube los brazos
  lateralmente hasta la altura de los hombros manteniendo una ligera flexion de
  codos. Baja con control.",4 series de 8-10 reps,3 series de 10-12 reps,3 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,3 series de 12-15 reps,3 series de 12-15 reps,3 series de 12-15 reps,3 series de 12-15 reps,"Las mancuernas permiten mayor rango de movimiento que la barra. Baja
  hasta sentir estiramiento en el pecho.","Los codos deben pasar por dentro de las rodillas. Excelente para aprender
  la tecnica de sentadilla.","Saca pecho y manten la espalda erguida. Aprieta la espalda 1 segundo al
  final.","No uses impulso. Aprieta los cuadriceps arriba 1 segundo. Baja lento (3
  segundos).","Usa peso ligero y control. Imagina que viertes agua de una jarra al
  subir.","Pectorales, Triceps, Deltoides frontal","Cuadriceps, Gluteos","Dorsales, Romboides, Biceps",Cuadriceps,Deltoides lateral,Carga de Hierro,,Semilla,Cuerpo Completo,https://storage.googleapis.com/glide-prod.appspot.com/uploads-v2/uH9VKQvQBIrADlb8I3em/pub/eVeKLOQTREgkgXy6ACWa.jpeg,3 Dias,,,,4 series de 8-10 reps,,,,,
j9GE0Mf-Tjysg9U9h1vo2w,Pino Gym: Tren Superior A,Press de Banca Inclinado con Barra,Remo con Barra,Press Militar con Barra,Curl con Barra Recta,Extensión de Triceps con Barra Z,Banco inclinado + Barra,Barra,Rack + Barra,Barra recta,Banco plano + Barra Z,Acuéstate en banco inclinado a 30-45Â. Agarra la barra a la anchura de los hombros. Baja al pecho superior y empuja hasta extender los brazos.,"De pie con las rodillas ligeramente flexionadas e inclinado a 45°. Agarra la barra con agarre prono. Tira hacia el abdomen bajo apretando la espalda.
Baja con control.",De pie con la barra a la altura de los hombros. Agarre a la anchura de los hombros. Empuja la barra sobre la cabeza extendiendo completamente. Baja con control al menton.,"De pie sujeta la barra recta con agarre supino a la anchura de los
  hombros. Flexiona los codos subiendo la barra hacia los hombros. Baja con
  control.","Acuestate en el banco con la barra Z sobre la cabeza y brazos extendidos.
  Baja la barra hacia la frente flexionando los codos. Extiende para subir.",4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,"Retrae las escapulas. El angulo de 30° es ideal para pecho superior sin
  cargar demasiado el hombro.",Manten la espalda recta y el core apretado. No uses impulso con las piernas.,Aprieta gluteos y abdomen para estabilizar. No arquees la espalda baja.,"Manten los codos fijos y el torso recto. No balancees. Usa peso que
  permita forma estricta.","Manten los codos apuntando al techo. La barra Z reduce tensión en muñecas
  vs barra recta.","Pecho superior, Triceps, Deltoides frontal","Dorsales, Romboides, Trapecio, Biceps","Deltoides, Triceps, Trapecio, Core","Biceps, Antebrazo",Triceps,Carga de Hierro,,Pino,Tren Superior,,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 6-8 reps,,,,,
bKsK8kTUTvCYQfL0lFiMRA,Pino Gym: Tren Superior B,Press Declinado con Mancuernas,Dominadas con Peso,Elevaciones Laterales Inclinado,Curl Concentrado con Mancuerna,Fondos con Peso en Paralelas,Banco declinado + Mancuernas,Barra de dominadas + Cinturon con disco,Banco inclinado 45° + Mancuernas,Banco + Mancuerna,Paralelas + Cinturon con disco,"Acuestate en banco declinado con los pies asegurados. Sube las mancuernas
  sobre el pecho y baja con los codos a 90°. Empuja hacia arriba.","Cuelga de la barra con disco atado al cinturan. Tira del cuerpo hacia
  arriba hasta que la barbilla pase la barra. Baja con control.","Acuestate de lado en un banco inclinado. Con la mancuerna en la mano
  libre sube el brazo lateralmente hasta la altura del hombro. Baja con
  control.","Sientate en el banco con las piernas abiertas. Apoya el codo contra la
  parte interna del muslo. Flexiona el codo subiendo la mancuerna y baja lento.","Sujeta las paralelas con disco atado al cinturon. Baja doblando los codos
  hasta que los hombros queden por debajo de los codos. Empuja para subir.",4 series de 8-10 reps,4 series de 5-8 reps,4 series de 5-8 reps,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps por brazo,4 series de 10-12 reps por brazo,4 series de 6-8 reps,4 series de 6-8 reps,"El angulo declinado enfatiza el pecho inferior. No uses peso excesivo por
  la posición invertida.","Inicia el movimiento retrayendo las escapulas. Si no puedes con peso
  empieza con tu peso corporal.","La inclinación elimina el impulso y aisla mejor el deltoides lateral. Usa
  peso ligero.","El apoyo en el muslo aisla completamente el biceps. Aprieta arriba 1
  segundo.","Inclina el torso al frente para mas pecho. Vertical para mas tricceps.
  Controla la bajada.","Pecho inferior, Triceps","Dorsales, Biceps, Romboides, Core",Deltoides lateral,Biceps,"Pecho, Triceps, Deltoides frontal",Carga de Hierro,,Pino,Tren Superior,,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 8-10 reps,,,,,
zFYzlJeKQSSz.rU2Zk2Fig,Pino Gym: Tren Superior C,Aperturas con Mancuernas,Remo Pendlay con Barra,Face Pull en Polea,Curl con Barra Z,Press de Triceps en Polea con Cuerda,Banco plano + Mancuernas,Barra,Polea alta + Cuerda,Barra Z,Polea alta + Cuerda,"Acuestate en el banco con mancuernas sobre el pecho y brazos extendidos.
  Abre los brazos bajando las mancuernas con los codos ligeramente flexionados.
  Junta arriba.","Inclinate con el torso paralelo al suelo. La barra en el piso. Tira
  explosivamente hacia el abdomen y baja con control hasta el suelo en cada
  rep.","De pie frente a la polea alta con la cuerda a la altura de la cara. Tira
  hacia la cara abriendo los codos hacia afuera. Aprieta los omoplatos atras.","De pie sujeta la barra Z con agarre supino en las curvas de la barra.
  Flexiona los codos subiendo la barra hacia los hombros. Baja con control.","De pie frente a la polea. Sujeta la cuerda y empuja hacia abajo separando
  los extremos al final del movimiento. Regresa con control.",4 series de 10-12 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 12-15 reps,4 series de 12-15 reps,3 series de 10-12 reps,3 series de 10-12 reps,4 series de 10-12 reps,4 series de 10-12 reps,"No bajes demasiado para proteger los hombros. Siente el estiramiento en
  el pecho al abrir.","Cada repetición empieza desde el suelo. Mas explosivo que el remo normal.
  Espalda siempre recta.","Excelente para salud del hombro y postura. Rota los puÃ±os hacia afuera
  al final del movimiento.",La barra Z reduce la tensión en las muñecas. No balancees el cuerpo.,"Separa la cuerda al final para activar la cabeza lateral del triceps.
  Codos fijos al cuerpo.","Pectorales, Deltoides frontal","Dorsales, Trapecio, Romboides, Biceps","Deltoides posterior, Trapecio, Romboides","Biceps, Antebrazo",Triceps,Carga de Hierro,,Pino,Tren Superior,,Mas de 3 Dias,Lunes Jueves ,Lunes Jueves ,Lunes Jueves ,4 series de 10-12 reps,,,,,
XEMyGaq7SWCqKKUOlmOR1A,Pino Gym: Tren Inferior A,Sentadilla Profunda con Barra,Peso Muerto Convencional,Prensa de Piernas (pies altos),Curl Femoral Acostado en Maquina,Elevación de Talones Sentado con Disco,Rack + Barra,Barra + Discos,Maquina prensa de piernas,Maquina curl femoral acostado,Banco + Disco sobre rodillas,"Coloca la barra en los trapecios. Baja mas alla del paralelo con control
  manteniendo la espalda recta. Sube empujando con fuerza desde los talones.","De pie frente a la barra en el suelo. Agarra la barra y levantala
  extendiendo caderas y rodillas simultaneamente hasta estar de pie. Baja con
  control.","Sientate en la prensa con los pies en la parte alta de la plataforma.
  Baja la plataforma flexionando las rodillas y empuja para subir.","Acuestate boca abajo con los tobillos bajo el cojin. Flexiona las
  rodillas con fuerza llevando los talones hacia los gluteos. Baja lento (3
  segundos).","Sientate en un banco con un disco sobre las rodillas. Sube los talones
  apretando los soleos. Baja completamente estirando. Pausa arriba 2 segundos.",4 series de 6-8 reps,4 series de 5-6 reps,4 series de 5-6 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 15-20 reps,4 series de 15-20 reps,"Requiere buena movilidad de tobillo y cadera. Usa zapatos con tacon o
  disco bajo los talones si es necesario.","La barra siempre pegada al cuerpo. Espalda recta. Empuja el suelo con los
  pies.","Pies altos enfatiza gluteos e isquiotibiales. No levantes la espalda baja
  del respaldo.","Manten la cadera pegada al banco. La fase excentrica lenta (bajada) es
  clave para hipertrofia.",El soleo se activa mas con rodilla flexionada. ,"Cuadriceps, Gluteos, Isquiotibiales","Isquiotibiales, Gluteos, Espalda baja, Cuadriceps","Gluteos, Isquiotibiales, Cuadriceps",Isquiotibiales,"Soleo, Pantorrillas",Carga de Hierro,,Pino,Tren Inferior,,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 6-8 reps,,,,,
jIcge1BORkylzy2Jeb7fcw,Pino Gym: Tren Inferior B,Sentadilla Bulgara con Mancuernas,Hip Thrust con Barra (pies elevados),Zancada Caminando con Barra,Extensión de Cuadriceps Unilateral,Peso Muerto Sumo con Barra,Banco + Mancuernas,Banco + Barra + Pad + Step,Barra,Maquina extensión de cuadriceps,Barra + Discos,"Coloca el empeine trasero en un banco. Con una mancuerna en cada mano
  baja flexionando la rodilla delantera. Sube con fuerza.","Espalda alta en banco y pies sobre un step/cajon. Barra con pad sobre la
  cadera. Empuja la cadera arriba apretando gluteos. Baja sin tocar el suelo.","Coloca la barra en los trapecios. Da pasos largos alternados hacia
  adelante bajando la rodilla trasera casi al suelo. Avanza sin detenerte.","Sientate en la maquina y extiende una pierna a la vez. Sube hasta
  extensión completa y baja lento (3 segundos).","De pie con los pies muy abiertos y las puntas hacia afuera. Agarra la
  barra con agarre estrecho entre las piernas. Levanta extendiendo caderas y
  rodillas.",4 series de 8-10 reps por pierna,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 10 pasos por pierna,4 series de 10 pasos por pierna,4 series de 10-12 reps por pierna,4 series de 10-12 reps por pierna,4 series de 6-8 reps,4 series de 6-8 reps,"Las mancuernas permiten rango natural. Manten el torso ligeramente
  inclinado para trabajo de guteo.","La elevación de pies aumenta el rango y la activación del gluteo. Aprieta
  arriba 2 segundos.",Manten el core apretado para estabilidad. Pasos largos para mas gluteo,"El trabajo unilateral corrige desbalances entre piernas. Aprieta el
  cuadriceps arriba.","Pecho arriba y espalda recta. El agarre sumo enfatiza mÃ¡s los aductores
  y cuadriceps.","Cuadriceps, Gluteos, Isquiotibiales","Gluteos, Isquiotibiales","Cuadriceps, Gluteos, Isquiotibiales, Core",Cuadriceps,"Cuadriceps, Aductores, Gluteos, Isquiotibiales",Carga de Hierro,,Pino,Tren Inferior,,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 8-10 reps por pierna,,,,,
ZFKmGQHcSX6qSe526CvnuQ,Pino Gym: Tren Inferior C,Sentadilla Hack en Maquina,Peso Muerto Rumano con Mancuernas,Peso Muerto con Barra,Curl Femoral Nordico Asistido,Elevación de Talones de Pie en Maquina,Maquina hack squat,Mancuernas,Barra,Maquina GHR o compañero que sujete los pies,Maquina de elevación de talones,"Colocate en la maquina con la espalda contra el respaldo y los hombros
  bajo los cojines. Baja flexionando las rodillas y sube empujando con fuerza.","De pie con una mancuerna en cada mano frente a los muslos. Inclina el
  torso con rodillas ligeramente flexionadas. Baja las mancuernas por las
  piernas. Sube apretando gluteos.",De pie frente a la barra en el suelo con los pies a la anchura de la cadera. Agarra la barra con agarre prono o mixto justo por fuera de las rodillas. Empuja el suelo con los pies extendiendo caderas y rodillas simultáneamente hasta estar completamente de pie. Baja con control invirtiendo el movimiento.,"Arrodillate con los pies asegurados. Baja el torso lentamente hacia el
  suelo (5 segundos) resistiendo la cai­da con los isquiotibiales. Usa las
  manos para empujarte al subir si es necesario.","De pie en la maquina con los hombros bajo los cojines y las puntas de los
  pies en la plataforma. Sube los talones apretando las pantorrillas. Baja
  estirando completamente.",4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 5-6 reps,4 series de 5-6 reps,4 series de 4-6 reps,4 series de 4-6 reps,4 series de 12-15 reps,4 series de 12-15 reps,"La maquina guia el movimiento y protege la espalda baja. Excelente para
  aislar cuadriceps.","Las mancuernas permiten un rango de movimiento mas natural que la barra.
  Espalda siempre recta.",La barra siempre pegada al cuerpo durante todo el recorrido. Espalda recta y pecho arriba. Activa los dorsales antes de levantar como si quisieras doblar la barra hacia ti.,"Enfocate en la bajada lenta. Es el ejercicio mas efectivo para
  isquiotibiales. Progresa hasta hacerlo sin manos.","Pausa de 2 segundos arriba y estiramiento completo abajo. Rango completo
  es clave para pantorrillas.","Cuadriceps, Gluteos","Isquiotibiales, Gluteos","Isquiotibiales, Glúteos, Espalda baja, Cuádriceps, Trapecio","Isquiotibiales, Gluteos",Pantorrillas (Gemelos y Soleo),Carga de Hierro,,Pino,Tren Inferior,,Mas de 3 Dias,Martes Viernes,Martes Viernes,Martes Viernes,4 series de 8-10 reps,,,,,
6dzHjVW3Sx21aUg-VJfwRw,Pino Gym: Cuerpo Completo A,Press de Banca Inclinado con Barra,Sentadilla Profunda con Barra,Remo con Barra,Curl Femoral Acostado en Maquina,Press Militar con Barra,Banco inclinado + Barra,Rack + Barra,Barra,Maquina curl femoral acostado,Rack + Barra,Acuéstate en banco inclinado a 30-45Â. Agarra la barra a la anchura de los hombros. Baja al pecho superior y empuja hasta extender los brazos.,"Coloca la barra en los trapecios. Baja mas alla del paralelo con control
  manteniendo la espalda recta. Sube empujando con fuerza desde los talones.","De pie con las rodillas ligeramente flexionadas e inclinado a 45°. Agarra la barra con agarre prono. Tira hacia el abdomen bajo apretando la espalda.
Baja con control.","Acuestate boca abajo con los tobillos bajo el cojin. Flexiona las
  rodillas con fuerza llevando los talones hacia los gluteos. Baja lento (3
  segundos).",De pie con la barra a la altura de los hombros. Agarre a la anchura de los hombros. Empuja la barra sobre la cabeza extendiendo completamente. Baja con control al menton.,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 6-8 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 6-8 reps,4 series de 6-8 reps,"Retrae las escapulas. El angulo de 30° es ideal para pecho superior sin
  cargar demasiado el hombro.","Requiere buena movilidad de tobillo y cadera. Usa zapatos con tacon o
  disco bajo los talones si es necesario.",Manten la espalda recta y el core apretado. No uses impulso con las piernas.,"Manten la cadera pegada al banco. La fase excentrica lenta (bajada) es
  clave para hipertrofia.",Aprieta gluteos y abdomen para estabilizar. No arquees la espalda baja.,"Pecho superior, Triceps, Deltoides frontal","Cuadriceps, Gluteos, Isquiotibiales","Dorsales, Romboides, Trapecio, Biceps",Isquiotibiales,"Deltoides, Triceps, Trapecio, Core",Carga de Hierro,,Pino,Cuerpo Completo,,3 Dias,Lunes Viernes,Miercoles,Lunes Viernes,4 series de 6-8 reps,,,,,
XsBsW3PlQFm7QaOwqtUwNQ,Pino Gym: Cuerpo Completo B,Dominadas con Peso,Sentadilla Bulgara con Mancuernas,Aperturas con Mancuernas,Hip Thrust con Barra (pies elevados),Curl con Barra Recta,Barra de dominadas + Cinturon con disco,Banco + Mancuernas,Banco plano + Mancuernas,Banco + Barra + Pad + Step,Barra recta,"Cuelga de la barra con disco atado al cinturan. Tira del cuerpo hacia
  arriba hasta que la barbilla pase la barra. Baja con control.","Coloca el empeine trasero en un banco. Con una mancuerna en cada mano
  baja flexionando la rodilla delantera. Sube con fuerza.","Acuestate en el banco con mancuernas sobre el pecho y brazos extendidos.
  Abre los brazos bajando las mancuernas con los codos ligeramente flexionados.
  Junta arriba.","Espalda alta en banco y pies sobre un step/cajon. Barra con pad sobre la
  cadera. Empuja la cadera arriba apretando gluteos. Baja sin tocar el suelo.","De pie sujeta la barra recta con agarre supino a la anchura de los
  hombros. Flexiona los codos subiendo la barra hacia los hombros. Baja con
  control.",4 series de 5-8 reps,4 series de 8-10 reps por pierna,4 series de 8-10 reps por pierna,4 series de 10-12 reps,4 series de 10-12 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,4 series de 8-10 reps,"Inicia el movimiento retrayendo las escapulas. Si no puedes con peso
  empieza con tu peso corporal.","Las mancuernas permiten rango natural. Manten el torso ligeramente
  inclinado para trabajo de guteo.","No bajes demasiado para proteger los hombros. Siente el estiramiento en
  el pecho al abrir.","La elevación de pies aumenta el rango y la activación del gluteo. Aprieta
  arriba 2 segundos.","Manten los codos fijos y el torso recto. No balancees. Usa peso que
  permita forma estricta.","Dorsales, Biceps, Romboides, Core","Cuadriceps, Gluteos, Isquiotibiales","Pectorales, Deltoides frontal","Gluteos, Isquiotibiales","Biceps, Antebrazo",Carga de Hierro,,Pino,Cuerpo Completo,,3 Dias,Miercoles,Lunes Viernes,Miercoles,4 series de 5-8 reps,,,,,
pUu1rebISjm08UnCVFYI1g,Pino Gym: Cuerpo Completo C,Press Declinado con Mancuernas,Peso Muerto Convencional,Face Pull en Polea,Zancada Caminando con Barra,Fondos con Peso en Paralelas,Banco declinado + Mancuernas,Barra + Discos,Polea alta + Cuerda,Barra,Paralelas + Cinturon con disco,"Acuestate en banco declinado con los pies asegurados. Sube las mancuernas
  sobre el pecho y baja con los codos a 90°. Empuja hacia arriba.","De pie frente a la barra en el suelo. Agarra la barra y levantala
  extendiendo caderas y rodillas simultaneamente hasta estar de pie. Baja con
  control.","De pie frente a la polea alta con la cuerda a la altura de la cara. Tira
  hacia la cara abriendo los codos hacia afuera. Aprieta los omoplatos atras.","Coloca la barra en los trapecios. Da pasos largos alternados hacia
  adelante bajando la rodilla trasera casi al suelo. Avanza sin detenerte.","Sujeta las paralelas con disco atado al cinturon. Baja doblando los codos
  hasta que los hombros queden por debajo de los codos. Empuja para subir.",4 series de 8-10 reps,4 series de 5-6 reps,4 series de 5-6 reps,4 series de 12-15 reps,4 series de 12-15 reps,4 series de 10 pasos por pierna,4 series de 10 pasos por pierna,4 series de 6-8 reps,4 series de 6-8 reps,"El angulo declinado enfatiza el pecho inferior. No uses peso excesivo por
  la posición invertida.","La barra siempre pegada al cuerpo. Espalda recta. Empuja el suelo con los
  pies.","Excelente para salud del hombro y postura. Rota los puÃ±os hacia afuera
  al final del movimiento.",Manten el core apretado para estabilidad. Pasos largos para mas gluteo,"Inclina el torso al frente para mas pecho. Vertical para mas tricceps.
  Controla la bajada.","Pecho inferior, Triceps","Isquiotibiales, Gluteos, Espalda baja, Cuadriceps","Deltoides posterior, Trapecio, Romboides","Cuadriceps, Gluteos, Isquiotibiales, Core","Pecho, Triceps, Deltoides frontal",Carga de Hierro,,Pino,Cuerpo Completo,,3 Dias,,,,4 series de 8-10 reps,,,,,
