id,slug,nombre interno,nombre visible,término público recomendado,descripción corta,descripción completa,Sistema,Ruta,Madera,orden,día,fase,modalidad,lista ordenada de ejercicios,series,repeticiones,tiempo,descansos,tempo,duración estimada,equipo,requisitos previos,condición de desbloqueo,criterio de cumplimiento,evidencia solicitada,recompensa,insignia relacionada,clasificación relacionada,pantalla,componente,activo visual,fuente,contradicciones,información faltante
6011e953-f11f-44b9-a426-7b35e005b68d,roble-gym:-tren-superior-c,Roble Gym: Tren Superior C,Roble Gym: Tren Superior C,Misión,,,Carga de Hierro,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
604b57d4-3f35-4655-998f-5b46cfa30e82,tzalam-gym:-cuerpo-completo-b,Tzalam Gym: Cuerpo Completo B,Tzalam Gym: Cuerpo Completo B,Misión,,,Carga de Hierro,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
635b799e-7a13-4330-9443-d190464865c9,roble-híbrido:-tren-inferior-b,Roble Híbrido: Tren Inferior B,Roble Híbrido: Tren Inferior B,Misión,,,Método Híbrido V&V,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
64321c08-c524-4fe3-9528-f03aef09344f,tzalam-híbrido:-tren-superior-b,Tzalam Híbrido: Tren Superior B,Tzalam Híbrido: Tren Superior B,Misión,,,Método Híbrido V&V,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
71a9ecfe-d33c-4522-ae4e-988ba2c80cb5,roble-gym:-tren-inferior-c,Roble Gym: Tren Inferior C,Roble Gym: Tren Inferior C,Misión,,,Método Híbrido V&V,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
72918095-00a9-429c-b13e-8ab7dc346e96,roble-híbrido:-cuerpo-completo-c,Roble Híbrido: Cuerpo Completo C,Roble Híbrido: Cuerpo Completo C,Misión,,,Método Híbrido V&V,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
80949dcd-ecc2-46ae-9cd5-ebc8f6bc9c46,tzalam-gym:-tren-inferior-b,Tzalam Gym: Tren Inferior B,Tzalam Gym: Tren Inferior B,Misión,,,Carga de Hierro,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
8c0dca67-995d-46a2-b554-b49b9972e610,roble:-tren-superior-b,Roble: Tren Superior B,Roble: Tren Superior B,Misión,,,Vigor Corporal,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
914d698a-74b0-40e1-a34e-fa37b6b84d2f,tzalam-gym:-tren-superior-a,Tzalam Gym: Tren Superior A,Tzalam Gym: Tren Superior A,Misión,,,Carga de Hierro,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
968378a0-d383-41ac-a043-088fe41cc991,roble-gym:-tren-superior-b,Roble Gym: Tren Superior B,Roble Gym: Tren Superior B,Misión,,,Carga de Hierro,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
972cb0a9-b4f3-4d7d-8076-63e011e9d1ac,tzalam-híbrido:-tren-inferior-c,Tzalam Híbrido: Tren Inferior C,Tzalam Híbrido: Tren Inferior C,Misión,,,Método Híbrido V&V,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
99e88e8c-16ee-4a66-82c0-7bb3a37d75d8,roble-híbrido:-tren-superior-a,Roble Híbrido: Tren Superior A,Roble Híbrido: Tren Superior A,Misión,,,Método Híbrido V&V,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
a1556f33-d620-4596-a6bb-66da02d8610c,tzalam-gym:-tren-inferior-a,Tzalam Gym: Tren Inferior A,Tzalam Gym: Tren Inferior A,Misión,,,Carga de Hierro,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
ab2503d2-1204-4e2e-8366-78735b388c3b,tzalam-híbrido:-cuerpo-completo-c,Tzalam Híbrido: Cuerpo Completo C,Tzalam Híbrido: Cuerpo Completo C,Misión,,,Método Híbrido V&V,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
b5dad738-cbc5-4272-89f0-df2ed538fce0,tzalam-gym:-cuerpo-completo-c,Tzalam Gym: Cuerpo Completo C,Tzalam Gym: Cuerpo Completo C,Misión,,,Carga de Hierro,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
b6f2afa0-743f-4c88-b758-08848e0f24c0,roble-gym:-tren-inferior-b,Roble Gym: Tren Inferior B,Roble Gym: Tren Inferior B,Misión,,,Carga de Hierro,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
bd629e9c-a5de-4e3b-b179-2ab5a42f6c0b,roble-híbrido:-tren-superior-c,Roble Híbrido: Tren Superior C,Roble Híbrido: Tren Superior C,Misión,,,Método Híbrido V&V,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
c9c329e4-a187-4ae2-9c5b-87c6d60e3a03,tzalam-híbrido:-tren-inferior-a,Tzalam Híbrido: Tren Inferior A,Tzalam Híbrido: Tren Inferior A,Misión,,,Método Híbrido V&V,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
cfafc868-0ce1-40ce-80df-13159b8e7084,roble-gym:-tren-inferior-a,Roble Gym: Tren Inferior A,Roble Gym: Tren Inferior A,Misión,,,Carga de Hierro,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
db5c94fc-98fd-4a7a-b217-beaa1bd59b29,tzalam-gym:-tren-superior-b,Tzalam Gym: Tren Superior B,Tzalam Gym: Tren Superior B,Misión,,,Carga de Hierro,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
50411c63-fd14-4f41-bd16-5ffddb59f340,tzalam:-tren-inferior-b,Tzalam: Tren Inferior B,Tzalam: Tren Inferior B,Misión,,,Vigor Corporal,,Tzalam,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
698d5f11-1970-4442-9b9c-f99a4465978b,tzalam:-cuerpo-completo-c,Tzalam: Cuerpo Completo C,Tzalam: Cuerpo Completo C,Misión,,,Vigor Corporal,,"Tzalam
",,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
99ffa238-a62f-4a72-95bc-160d4d154f30,tzalam:-tren-superior-c,Tzalam: Tren Superior C,Tzalam: Tren Superior C,Misión,,,Vigor Corporal,,"Tzalam
",,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
9e532db3-f228-4554-ad11-6763291cf67e,tzalam:-cuerpo-completo-b,Tzalam: Cuerpo Completo B,Tzalam: Cuerpo Completo B,Misión,,,Vigor Corporal,,"Tzalam
",,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
df842a35-ec12-4c5c-b49e-efa2f1dbfa82,roble-híbrido:-tren-inferior-a,Roble Híbrido: Tren Inferior A,Roble Híbrido: Tren Inferior A,Misión,,,Método Híbrido V&V,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
e5e547ad-7bed-49cc-9d45-1692f6bf8f59,roble:-cuerpo-completo-b,Roble: Cuerpo Completo B,Roble: Cuerpo Completo B,Misión,,,Vigor Corporal,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
e8ff7aed-2132-48ab-96da-89329e1daacd,tzalam-híbrido:-tren-superior-c,Tzalam Híbrido: Tren Superior C,Tzalam Híbrido: Tren Superior C,Misión,,,Método Híbrido V&V,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
ebdf0a3d-414a-4dca-8605-ddaa6ad67e8c,roble-híbrido:-tren-superior-b,Roble Híbrido: Tren Superior B,Roble Híbrido: Tren Superior B,Misión,,,Método Híbrido V&V,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
eda9c53e-161f-48cf-bb70-99ade89f840b,tzalam:-tren-superior-b,Tzalam: Tren Superior B,Tzalam: Tren Superior B,Misión,,,Vigor Corporal,,"Tzalam
",,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
efc08f7e-3223-4272-9321-662efa6c70f9,tzalam:-tren-superior-a,Tzalam: Tren Superior A,Tzalam: Tren Superior A,Misión,,,Vigor Corporal,,"Tzalam
",,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
e5dac69e-6a1d-4ba2-8fa5-e3e329bfc1f4,tzalam:-tren-inferior-a,Tzalam: Tren Inferior A,Tzalam: Tren Inferior A,Misión,,,Vigor Corporal,,Tzalam,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
3cb02fea-c717-4c96-a0e3-f2bdffd061b0,roble-gym:-cuerpo-completo-b,Roble Gym: Cuerpo Completo B,Roble Gym: Cuerpo Completo B,Misión,,,Carga de Hierro,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
4ad08bb4-10f0-4860-bdf7-3f988781129e,tzalam-híbrido:-cuerpo-completo-a,Tzalam Híbrido: Cuerpo Completo A,Tzalam Híbrido: Cuerpo Completo A,Misión,,,Método Híbrido V&V,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
6c5b934c-fe73-4866-abed-edbb804fd226,tzalam-híbrido:-cuerpo-completo-b,Tzalam Híbrido: Cuerpo Completo B,Tzalam Híbrido: Cuerpo Completo B,Misión,,,Método Híbrido V&V,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
927babbe-f36a-4c76-9524-329b0871e4b1,roble-híbrido:-cuerpo-completo-b,Roble Híbrido: Cuerpo Completo B,Roble Híbrido: Cuerpo Completo B,Misión,,,Método Híbrido V&V,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
abced411-0b1d-4356-b886-38c9e5a31800,tzalam-gym:-tren-superior-c,Tzalam Gym: Tren Superior C,Tzalam Gym: Tren Superior C,Misión,,,Carga de Hierro,,Tzalam,,,,,[4 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
d3f16b18-6121-45d5-8a28-17b528f263b5,roble-híbrido:-cuerpo-completo-a,Roble Híbrido: Cuerpo Completo A,Roble Híbrido: Cuerpo Completo A,Misión,,,Método Híbrido V&V,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
b0a4e792-5c63-4f06-bb1c-446788b2dbca,tzalam:-tren-inferior-c,Tzalam: Tren Inferior C,Tzalam: Tren Inferior C,Misión,,,Vigor Corporal,,"Tzalam
",,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
fc45b839-f616-4e0d-84ac-d8a1357b6a25,roble:-tren-inferior-a,Roble: Tren Inferior A,Roble: Tren Inferior A,Misión,,,Vigor Corporal,,Roble,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
f97ecd69-634a-4e97-ba61-67b2114d5937,tzalam:-cuerpo-completo-a,Tzalam: Cuerpo Completo A,Tzalam: Cuerpo Completo A,Misión,,,Vigor Corporal,,"Tzalam
",,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
9f5b2855-521a-406d-8319-9bf7e2e62f6d,mi-primera-dominada---semana-1,Mi Primera Dominada - Semana 1,Mi Primera Dominada - Semana 1,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
425f3ea8-d90b-4781-95b6-ebcc6b8d4ffa,mi-primera-dominada---semana-2,Mi Primera Dominada - Semana 2,Mi Primera Dominada - Semana 2,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
54b960de-6598-451e-823b-f7c482235e92,mi-primera-dominada---semana-3,Mi Primera Dominada - Semana 3,Mi Primera Dominada - Semana 3,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
b065bbf8-21ae-4530-bd06-9e04ce6e7a35,mi-primera-dominada---semana-4,Mi Primera Dominada - Semana 4,Mi Primera Dominada - Semana 4,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
15c4d92f-9d6a-4446-ae12-e75c1452f68e,mi-primera-dominada---semana-5,Mi Primera Dominada - Semana 5,Mi Primera Dominada - Semana 5,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
f1e1f0e2-9ffc-4e4f-b1eb-3aca7c5e49c3,mi-primera-dominada---semana-6,Mi Primera Dominada - Semana 6,Mi Primera Dominada - Semana 6,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
f5afe88e-4009-4019-8f82-a4fb8c7eef0e,mi-primera-dominada---semana-7,Mi Primera Dominada - Semana 7,Mi Primera Dominada - Semana 7,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
f85d8918-7aa0-4314-8aa9-35ee09218c6f,mi-primera-dominada---semana-8,Mi Primera Dominada - Semana 8,Mi Primera Dominada - Semana 8,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
af68c2a8-dadd-414d-a227-4f7c777a1817,mi-primera-dominada---semana-9,Mi Primera Dominada - Semana 9,Mi Primera Dominada - Semana 9,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
c2c579e1-766a-4eed-9a94-a163f10b5801,mi-primera-dominada---semana-10,Mi Primera Dominada - Semana 10,Mi Primera Dominada - Semana 10,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
fd814b6f-b28b-4084-bb89-4034457fed8b,mi-primera-dominada---semana-11,Mi Primera Dominada - Semana 11,Mi Primera Dominada - Semana 11,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
44b1bbde-d15f-4bd3-99f7-d5e217034b5a,mi-primera-dominada---semana-12,Mi Primera Dominada - Semana 12,Mi Primera Dominada - Semana 12,Misión,,,Rutas de Maestría,,Semilla,,,,,[5 ejercicios asociados],,,,,,,,,,,,,,,,,,Supabase: rutinas,,
